Year,Season,District,Crop,Area_Hectares,Production_Tonnes,Yield_KgPerHa,Rainfall_mm,Min_Temperature_C,Max_Temperature_C,Humidity_Percent,Soil_pH,Organic_Carbon_Percent,Nitrogen_KgPerHa,Phosphorus_KgPerHa,Potassium_KgPerHa,Soil_Type,Irrigation_Type,Pest_Incidence_Score,Urea_Applied_KgPerHa,DAP_Applied_KgPerHa,Potash_Applied_KgPerHa
2023,Kharif,Nashik,Soybean,2530,3170,1253,1119.77,20.97,34.04,75.05,7.64,1.1,274.8,11.05,197.0,Laterite Soil,Irrigated,3,117.41,33.08,78.08
2023,Kharif,Osmanabad,Soybean,1740,1680,966,504.4,22.97,36.82,76.21,6.7,1.18,349.01,33.12,248.39,Laterite Soil,Rainfed,0,81.57,94.22,69.6
2023,Kharif,Parbhani,Soybean,3280,4946,1508,955.85,22.05,36.67,79.88,6.42,0.47,293.55,26.51,209.15,Laterite Soil,Drip,2,131.37,84.91,63.38
2023,Kharif,Pune,Soybean,5361,7446,1389,701.56,20.39,34.99,79.16,6.59,0.92,165.16,20.84,195.86,Laterite Soil,Rainfed,2,82.95,76.08,55.32
2023,Kharif,Raigad,Soybean,3780,5583,1477,919.64,23.73,35.41,83.12,6.29,0.59,218.91,16.96,142.75,Black Soil,Drip,3,75.62,85.61,76.32
2023,Kharif,Ratnagiri,Soybean,4199,5362,1277,1183.48,22.01,32.45,63.77,6.29,0.77,299.85,26.93,259.73,Black Soil,Rainfed,5,62.21,44.97,63.03
2023,Kharif,Sangli,Soybean,4532,5501,1214,752.12,20.42,31.86,62.44,6.46,0.93,265.06,20.02,161.8,Alluvial Soil,Irrigated,4,52.64,34.17,62.76
2023,Kharif,Satara,Soybean,5882,8434,1434,695.02,20.87,35.22,64.83,6.83,1.04,175.85,13.87,155.9,Red Soil,Rainfed,5,137.27,96.64,53.63
2023,Kharif,Solapur,Soybean,1919,2371,1236,534.58,22.79,36.21,65.33,6.59,0.35,338.79,24.61,130.29,Laterite Soil,Rainfed,2,77.09,59.33,41.88
2023,Kharif,Thane,Soybean,4211,4379,1040,684.33,20.73,37.71,60.35,7.36,1.09,155.03,31.76,279.81,Red Soil,Rainfed,4,141.36,55.17,63.59
2023,Kharif,Wardha,Soybean,4839,6997,1446,1000.03,22.87,33.91,66.4,6.95,0.88,306.45,12.45,233.35,Red Soil,Rainfed,4,101.41,51.49,25.51
2023,Kharif,Washim,Soybean,3993,5043,1263,452.86,20.77,36.85,74.73,6.68,0.77,202.26,27.52,131.94,Alluvial Soil,Rainfed,4,143.05,52.45,52.42
2023,Kharif,Yavatmal,Soybean,3377,3910,1158,970.35,21.5,33.58,68.42,6.18,0.96,242.28,34.38,231.15,Black Soil,Rainfed,2,80.79,64.51,59.12
2023,Kharif,Ahmednagar,Groundnut,1359,1906,1403,1146.34,22.63,34.04,70.61,7.73,1.15,226.01,26.27,170.47,Black Soil,Rainfed,2,57.21,87.94,45.48
2023,Kharif,Akola,Groundnut,1530,2780,1817,707.91,22.67,32.43,72.95,7.49,0.8,233.77,35.35,165.99,Black Soil,Sprinkler,1,72.56,97.87,74.75
2023,Kharif,Amravati,Groundnut,2600,4999,1923,854.07,23.42,34.84,84.73,7.97,0.85,286.79,28.56,169.71,Black Soil,Rainfed,4,55.6,66.0,44.5
2023,Kharif,Beed,Groundnut,584,1085,1858,786.46,24.75,37.55,82.84,7.77,0.33,230.12,36.85,240.82,Black Soil,Irrigated,0,104.25,98.56,45.4
2023,Kharif,Bhandara,Groundnut,2612,5333,2042,503.1,21.61,31.82,73.47,6.7,0.44,308.16,24.05,192.71,Laterite Soil,Rainfed,4,60.31,53.29,29.67
2023,Kharif,Buldhana,Groundnut,2297,3185,1387,1109.68,22.11,36.84,79.57,7.63,1.19,299.75,11.02,152.87,Black Soil,Rainfed,3,100.16,31.97,48.35
2023,Kharif,Chandrapur,Groundnut,1273,2414,1897,415.37,20.85,31.74,72.77,6.37,0.63,300.13,34.23,247.27,Red Soil,Rainfed,2,56.56,41.65,54.87
2023,Kharif,Dhule,Groundnut,3141,6753,2150,913.9,21.43,31.14,76.88,6.9,0.51,177.53,27.41,236.09,Black Soil,Irrigated,2,83.84,82.14,59.61
2023,Kharif,Gadchiroli,Groundnut,3088,5286,1712,513.2,22.57,30.58,66.1,7.17,0.97,169.06,16.21,278.7,Black Soil,Rainfed,5,119.48,65.58,29.45
2023,Kharif,Gondia,Groundnut,1072,2210,2062,918.85,24.45,34.76,65.4,7.15,0.46,178.17,29.62,271.6,Red Soil,Irrigated,2,81.38,98.87,73.97
2023,Kharif,Hingoli,Groundnut,1526,2375,1557,892.76,24.95,31.08,68.9,6.62,1.09,201.06,20.6,142.85,Laterite Soil,Rainfed,5,121.53,67.43,20.32
2023,Kharif,Jalgaon,Groundnut,1629,3016,1852,1113.64,21.89,32.35,76.93,7.41,1.0,316.11,18.05,229.91,Black Soil,Rainfed,5,95.52,36.0,76.3
2023,Kharif,Jalna,Groundnut,2452,4553,1857,740.87,22.59,30.04,60.83,6.17,0.93,247.24,15.79,214.82,Red Soil,Rainfed,3,83.63,32.0,53.07
2023,Kharif,Kolhapur,Groundnut,1883,3300,1753,610.91,20.72,30.15,81.01,7.94,0.93,232.54,13.66,196.02,Black Soil,Rainfed,4,66.31,84.9,77.37
2023,Kharif,Latur,Groundnut,1458,2052,1408,995.41,24.78,37.35,71.9,6.92,0.41,344.35,32.8,255.61,Black Soil,Rainfed,1,110.61,63.07,43.24
2023,Kharif,Mumbai City,Groundnut,1636,2431,1486,1019.98,21.56,30.9,73.29,7.83,1.12,199.93,31.59,124.85,Black Soil,Rainfed,3,140.24,57.13,52.22
2023,Kharif,Nagpur,Groundnut,2587,5587,2160,569.58,21.59,33.75,65.54,7.03,0.88,324.98,16.34,169.69,Black Soil,Rainfed,4,138.93,86.78,29.6
2023,Kharif,Nanded,Groundnut,1011,2365,2340,738.78,23.75,31.82,80.81,7.14,0.31,253.85,19.31,129.2,Black Soil,Rainfed,4,92.41,97.95,49.63
2023,Kharif,Nandurbar,Groundnut,2516,3804,1512,980.71,22.95,30.41,82.49,8.0,0.94,196.3,26.63,137.5,Black Soil,Irrigated,3,89.82,36.62,52.95
2023,Kharif,Nashik,Groundnut,3585,6628,1849,762.14,20.86,31.5,82.49,6.47,0.96,203.79,31.62,132.54,Black Soil,Rainfed,1,107.64,77.13,49.11
2023,Kharif,Osmanabad,Groundnut,854,1216,1425,807.34,22.59,36.37,74.71,7.77,0.86,154.34,36.11,254.37,Black Soil,Rainfed,0,122.12,50.84,72.78
2023,Kharif,Parbhani,Groundnut,1139,1986,1744,617.29,23.1,35.96,78.8,6.02,0.89,276.15,25.53,180.67,Laterite Soil,Rainfed,5,107.43,85.6,53.37
2023,Kharif,Pune,Groundnut,3280,5120,1561,983.87,21.23,32.93,62.64,7.98,0.38,183.72,24.39,258.44,Black Soil,Irrigated,3,87.11,57.41,52.73
2023,Kharif,Raigad,Groundnut,3059,5845,1911,454.24,21.23,34.84,61.01,7.67,1.17,166.7,17.4,228.1,Laterite Soil,Rainfed,2,148.83,37.24,68.55
2023,Kharif,Ratnagiri,Groundnut,1834,3152,1719,1006.32,22.43,34.44,62.78,7.55,0.98,211.51,19.86,155.15,Laterite Soil,Irrigated,5,93.54,35.48,71.16
2023,Kharif,Sangli,Groundnut,1100,2299,2090,927.28,23.24,32.09,80.24,7.84,0.58,153.41,36.97,267.77,Black Soil,Rainfed,1,80.15,94.02,33.0
2023,Kharif,Satara,Groundnut,3348,5996,1791,494.24,20.49,32.59,75.88,7.42,1.09,258.18,21.8,177.41,Laterite Soil,Irrigated,5,58.75,70.58,50.22
2023,Kharif,Solapur,Groundnut,1246,2715,2179,942.36,22.66,33.48,75.06,6.77,0.55,291.13,36.16,166.08,Red Soil,Rainfed,1,85.37,56.31,66.37
2023,Kharif,Thane,Groundnut,1069,2001,1872,1197.3,21.75,37.69,62.53,6.35,0.95,250.24,32.95,258.17,Black Soil,Irrigated,2,101.1,44.74,40.63
2023,Kharif,Wardha,Groundnut,2322,3729,1606,1135.74,20.89,33.61,83.69,6.49,0.32,248.01,16.72,213.12,Laterite Soil,Rainfed,4,66.36,34.88,72.8
2023,Kharif,Washim,Groundnut,1606,3626,2258,1120.53,23.66,35.28,82.17,7.82,0.65,335.57,11.64,242.01,Black Soil,Rainfed,3,137.71,41.57,73.6
2023,Kharif,Yavatmal,Groundnut,2945,5015,1703,1178.01,24.68,36.92,79.48,6.31,0.72,295.58,17.85,125.29,Black Soil,Rainfed,3,82.06,94.21,35.02
2023,Kharif,Ahmednagar,Sesame,650,351,541,719.21,20.98,32.41,68.25,6.02,1.03,341.49,18.68,137.92,Alluvial Soil,Irrigated,0,54.38,38.88,71.8
2023,Kharif,Akola,Sesame,755,484,642,750.27,23.36,37.74,82.27,7.33,1.07,167.04,21.31,122.09,Black Soil,Irrigated,1,64.15,67.12,68.05
2023,Kharif,Amravati,Sesame,557,202,364,517.67,21.98,32.99,78.41,7.41,1.12,276.41,19.44,245.32,Black Soil,Rainfed,5,66.0,87.55,41.33
2023,Kharif,Beed,Sesame,660,310,470,840.36,22.8,32.94,62.92,6.43,0.99,204.29,10.07,279.52,Black Soil,Irrigated,3,109.97,85.93,78.58
2023,Kharif,Bhandara,Sesame,750,447,597,754.61,23.19,34.23,68.67,6.29,1.02,168.09,28.29,215.1,Black Soil,Rainfed,3,60.21,77.19,73.75
2023,Kharif,Buldhana,Sesame,603,311,517,425.32,23.49,34.29,69.26,7.35,0.8,151.47,35.16,176.03,Black Soil,Irrigated,0,71.69,68.82,64.94
2023,Kharif,Chandrapur,Sesame,429,131,306,886.49,21.59,31.5,80.42,6.82,0.81,156.62,33.75,165.9,Red Soil,Irrigated,1,148.99,58.74,28.93
2023,Kharif,Dhule,Sesame,565,211,374,1136.46,22.5,31.81,60.07,7.12,0.52,276.25,18.44,134.08,Red Soil,Rainfed,2,144.34,61.18,48.9
2023,Kharif,Gadchiroli,Sesame,125,49,399,574.36,24.22,33.73,80.94,7.11,1.02,224.37,38.36,226.75,Red Soil,Rainfed,4,136.6,52.64,29.22
2023,Kharif,Gondia,Sesame,157,105,669,495.71,21.77,32.8,63.78,7.33,0.46,305.67,17.48,165.97,Black Soil,Rainfed,2,124.57,77.22,48.83
2023,Kharif,Hingoli,Sesame,104,47,460,783.94,24.95,32.83,71.02,6.57,0.75,182.18,17.41,233.88,Black Soil,Sprinkler,5,84.25,33.6,40.62
2023,Kharif,Jalgaon,Sesame,165,90,548,1171.86,24.0,33.94,83.1,6.34,1.19,293.36,12.95,205.85,Red Soil,Irrigated,3,61.3,54.27,40.62
2023,Kharif,Jalna,Sesame,414,258,625,1033.52,24.21,37.31,82.78,7.54,0.82,262.31,10.39,235.61,Black Soil,Drip,4,56.72,58.9,37.71
2023,Kharif,Kolhapur,Sesame,703,491,699,608.17,20.01,37.9,72.04,7.71,1.06,312.46,23.77,263.35,Black Soil,Rainfed,1,92.49,88.68,73.57
2023,Kharif,Latur,Sesame,321,133,415,917.96,21.64,37.88,81.89,6.59,0.76,196.17,25.44,229.33,Black Soil,Drip,1,97.23,76.85,77.55
2023,Kharif,Mumbai City,Sesame,870,661,760,589.04,21.69,32.2,64.99,6.3,0.76,324.5,27.7,259.63,Alluvial Soil,Rainfed,3,88.03,42.63,53.34
2023,Kharif,Nagpur,Sesame,257,112,439,908.69,22.92,31.76,66.58,7.55,1.01,248.62,14.47,128.89,Black Soil,Irrigated,0,121.81,63.02,65.28
2023,Kharif,Nanded,Sesame,360,192,536,451.89,23.33,35.26,78.7,6.22,1.15,260.23,29.49,125.58,Alluvial Soil,Rainfed,1,93.22,63.27,45.18
2023,Kharif,Nandurbar,Sesame,396,242,613,1069.36,24.23,35.08,83.03,7.63,0.5,309.74,38.6,142.02,Alluvial Soil,Rainfed,4,72.96,87.99,34.9
2023,Kharif,Nashik,Sesame,1017,416,410,978.03,20.72,33.51,73.57,7.4,0.81,241.47,32.97,180.49,Alluvial Soil,Sprinkler,2,123.69,42.05,48.33
2023,Kharif,Osmanabad,Sesame,313,189,607,651.23,21.49,37.97,73.98,7.76,0.68,294.54,18.6,265.89,Black Soil,Drip,0,136.63,93.26,51.12
2023,Kharif,Parbhani,Sesame,317,114,360,574.94,20.41,36.26,80.48,7.08,0.44,202.71,38.65,156.15,Black Soil,Rainfed,3,81.42,55.37,75.0
2023,Kharif,Pune,Sesame,675,309,458,507.08,21.32,30.36,69.01,6.51,0.64,266.07,31.97,216.86,Red Soil,Drip,1,136.07,40.72,35.06
2023,Kharif,Raigad,Sesame,810,397,491,482.51,24.84,36.22,78.15,7.92,0.67,293.71,16.19,231.54,Black Soil,Rainfed,1,51.21,62.34,51.37
2023,Kharif,Ratnagiri,Sesame,419,151,362,1055.33,21.22,31.86,69.66,6.15,0.6,231.25,24.85,160.64,Alluvial Soil,Rainfed,5,113.44,34.25,24.49
2023,Kharif,Sangli,Sesame,255,95,373,1064.51,20.66,35.87,83.57,6.66,0.63,166.71,29.24,208.39,Black Soil,Irrigated,4,138.45,50.44,28.28
2023,Kharif,Satara,Sesame,642,328,511,425.14,20.54,34.73,61.55,7.14,0.89,179.52,24.65,274.22,Laterite Soil,Irrigated,2,61.07,96.44,57.35
2023,Kharif,Solapur,Sesame,799,419,525,600.12,20.67,33.22,83.06,6.1,1.19,191.56,22.26,127.21,Red Soil,Rainfed,1,94.37,49.62,55.72
2023,Kharif,Thane,Sesame,614,376,613,1157.93,22.74,32.69,68.47,7.5,0.91,295.9,17.59,147.23,Red Soil,Rainfed,0,65.95,82.26,20.08
2023,Kharif,Wardha,Sesame,327,195,599,693.28,22.91,31.81,61.03,6.35,0.34,243.72,27.6,127.15,Black Soil,Rainfed,3,126.32,41.0,70.44
2023,Kharif,Washim,Sesame,162,76,470,1025.08,23.92,35.86,81.49,7.41,0.87,241.79,24.01,184.99,Red Soil,Rainfed,0,122.96,33.66,42.93
2023,Kharif,Yavatmal,Sesame,360,195,544,1150.46,23.88,32.14,71.64,7.76,0.32,266.29,16.96,130.21,Alluvial Soil,Drip,3,97.58,50.99,69.91
2023,Rabi,Ahmednagar,Groundnut,2395,3963,1655,172.1,15.29,30.85,56.23,7.77,0.68,213.43,39.21,226.75,Black Soil,Drip,4,71.46,87.0,62.13
2023,Rabi,Akola,Groundnut,3599,5438,1511,81.75,10.89,31.62,63.18,6.83,0.52,318.7,39.06,201.34,Red Soil,Rainfed,1,116.58,59.17,22.52
2023,Rabi,Amravati,Groundnut,1708,2411,1412,287.64,13.74,25.55,56.56,6.18,0.39,320.3,18.68,228.59,Red Soil,Rainfed,2,149.75,74.46,61.73
2023,Rabi,Beed,Groundnut,2197,5149,2344,174.37,11.49,25.41,49.41,7.61,0.68,200.45,10.62,199.37,Red Soil,Rainfed,2,105.35,98.42,67.23
2023,Rabi,Bhandara,Groundnut,949,2091,2204,123.01,13.61,26.85,50.19,7.82,0.6,307.1,28.78,174.01,Laterite Soil,Rainfed,3,56.87,82.68,46.79
2023,Rabi,Buldhana,Groundnut,2608,5255,2015,225.84,14.56,30.67,47.07,7.58,0.56,172.52,14.05,155.37,Red Soil,Rainfed,5,103.45,77.24,63.69
2023,Rabi,Chandrapur,Groundnut,1417,3100,2188,281.8,10.93,30.45,57.35,7.17,1.0,194.57,25.93,171.1,Black Soil,Rainfed,3,122.41,76.73,66.8
2023,Rabi,Dhule,Groundnut,1218,1482,1217,232.34,13.09,29.28,49.29,6.32,0.95,330.92,15.51,267.31,Black Soil,Irrigated,1,64.74,60.46,40.25
2023,Rabi,Gadchiroli,Groundnut,3262,7065,2166,255.88,12.39,26.79,63.87,7.44,0.5,150.17,29.98,145.15,Alluvial Soil,Irrigated,1,57.6,86.54,37.38
2023,Rabi,Gondia,Groundnut,2371,4310,1818,145.32,11.82,30.87,43.15,6.72,0.93,329.48,20.06,217.03,Black Soil,Rainfed,4,71.69,70.54,50.33
2023,Rabi,Hingoli,Groundnut,961,1447,1506,88.48,17.93,30.75,58.78,6.43,0.6,220.16,24.33,187.52,Alluvial Soil,Irrigated,3,139.56,91.82,22.39
2023,Rabi,Jalgaon,Groundnut,1506,2918,1938,67.44,14.12,25.91,55.58,6.49,0.43,207.58,12.99,165.44,Laterite Soil,Rainfed,1,57.85,88.5,58.48
2023,Rabi,Jalna,Groundnut,3103,4784,1542,204.04,10.8,28.9,65.2,7.87,0.55,207.75,18.12,144.55,Black Soil,Irrigated,4,97.84,86.58,53.88
2023,Rabi,Kolhapur,Groundnut,3539,7442,2103,105.41,17.44,26.7,67.25,7.23,0.9,171.87,11.97,274.93,Black Soil,Drip,2,141.6,98.29,73.89
2023,Rabi,Latur,Groundnut,2637,5379,2040,200.68,15.68,29.32,45.37,7.09,0.55,264.06,13.77,157.11,Laterite Soil,Rainfed,1,101.2,55.14,53.97
2023,Rabi,Mumbai City,Groundnut,2422,4236,1749,154.19,15.9,26.91,53.08,7.86,0.57,308.94,14.73,148.53,Black Soil,Rainfed,1,88.49,44.38,69.47
2023,Rabi,Nagpur,Groundnut,1661,2860,1722,100.38,10.0,31.75,53.23,6.03,0.31,207.67,10.42,179.92,Black Soil,Rainfed,1,137.82,66.79,25.07
2023,Rabi,Nanded,Groundnut,3175,5978,1883,51.33,13.81,29.56,40.42,7.24,0.89,181.62,22.93,274.29,Laterite Soil,Rainfed,3,62.41,32.46,37.85
2023,Rabi,Nandurbar,Groundnut,2127,4341,2041,258.25,13.83,26.62,51.07,6.57,0.8,160.29,16.75,176.79,Alluvial Soil,Irrigated,0,149.2,59.08,75.67
2023,Rabi,Nashik,Groundnut,2110,3133,1485,226.01,15.24,27.78,48.28,7.23,1.15,176.53,33.97,206.88,Red Soil,Sprinkler,5,128.21,93.27,47.11
2023,Rabi,Osmanabad,Groundnut,1989,3552,1786,98.45,11.84,30.31,61.91,7.68,1.14,211.65,35.79,226.56,Alluvial Soil,Rainfed,0,120.43,94.99,69.47
2023,Rabi,Parbhani,Groundnut,2020,3977,1969,61.78,15.28,28.35,68.85,7.21,0.85,348.81,12.81,164.21,Red Soil,Rainfed,3,90.19,81.12,70.54
2023,Rabi,Pune,Groundnut,674,1394,2069,133.87,14.11,31.37,50.5,6.67,1.04,213.75,12.34,148.95,Alluvial Soil,Sprinkler,0,105.35,39.62,60.48
2023,Rabi,Raigad,Groundnut,664,1077,1623,183.88,10.12,28.11,45.35,6.74,0.91,220.19,20.24,278.52,Red Soil,Rainfed,3,103.54,82.33,32.63
2023,Rabi,Ratnagiri,Groundnut,2118,3259,1539,85.92,15.01,28.65,57.28,6.87,0.72,305.76,16.6,183.44,Alluvial Soil,Rainfed,0,97.29,53.63,77.33
2023,Rabi,Sangli,Groundnut,3036,6670,2197,98.08,16.7,31.62,47.09,7.37,0.97,211.03,24.25,135.61,Black Soil,Rainfed,5,94.5,63.27,23.89
2023,Rabi,Satara,Groundnut,672,1098,1634,159.9,13.98,30.86,56.16,6.46,0.96,209.45,32.69,181.95,Red Soil,Rainfed,0,66.24,63.18,22.41
2023,Rabi,Solapur,Groundnut,814,1548,1902,261.35,11.78,28.99,50.8,7.92,0.7,341.94,33.07,234.95,Black Soil,Rainfed,1,79.36,93.32,67.66
2023,Rabi,Thane,Groundnut,520,832,1600,200.43,15.54,28.98,55.42,6.46,0.51,303.6,10.56,244.63,Red Soil,Sprinkler,3,72.08,92.44,79.2
2023,Rabi,Wardha,Groundnut,2786,6001,2154,84.66,11.9,31.43,41.19,7.31,0.88,226.65,24.04,256.79,Black Soil,Rainfed,3,123.35,75.23,44.65
2023,Rabi,Washim,Groundnut,3413,5894,1727,299.02,10.36,30.18,69.67,7.08,0.94,238.22,20.7,231.43,Alluvial Soil,Rainfed,1,54.22,75.04,52.88
2023,Rabi,Yavatmal,Groundnut,2916,5913,2028,98.98,12.8,31.97,51.04,6.83,0.32,226.17,32.9,202.5,Red Soil,Rainfed,4,83.21,78.6,52.88
2023,Rabi,Ahmednagar,Sunflower,1449,1469,1014,234.39,10.98,26.8,45.82,7.68,0.91,240.16,34.78,234.69,Alluvial Soil,Rainfed,2,144.49,92.07,26.51
2023,Rabi,Akola,Sunflower,660,780,1182,122.85,12.96,29.95,42.23,6.97,0.75,273.17,19.32,161.57,Black Soil,Irrigated,1,79.36,85.11,49.05
2023,Rabi,Amravati,Sunflower,748,845,1131,100.85,17.72,25.22,51.01,6.08,0.75,230.24,31.62,272.65,Red Soil,Rainfed,4,115.75,90.07,36.56
2023,Rabi,Beed,Sunflower,948,1121,1183,221.2,12.69,28.16,49.99,6.95,0.86,317.67,24.5,171.72,Black Soil,Irrigated,1,91.43,69.4,37.64
2023,Rabi,Bhandara,Sunflower,1181,1302,1103,224.18,11.04,31.69,50.01,6.52,0.56,337.47,24.49,189.55,Red Soil,Sprinkler,5,109.55,64.42,23.72
2023,Rabi,Buldhana,Sunflower,1906,2193,1151,257.9,10.79,31.54,50.46,6.68,0.6,340.1,39.4,275.72,Red Soil,Rainfed,4,81.0,57.04,43.27
2023,Rabi,Chandrapur,Sunflower,936,1163,1243,172.34,15.39,28.54,59.45,7.73,0.85,281.92,28.42,204.99,Black Soil,Rainfed,4,135.52,55.19,35.21
2023,Rabi,Dhule,Sunflower,1787,2021,1131,159.36,15.38,28.17,63.89,7.28,0.47,205.43,12.38,271.32,Laterite Soil,Rainfed,1,104.63,36.62,65.49
2023,Rabi,Gadchiroli,Sunflower,838,822,981,204.24,13.12,31.21,57.39,6.91,0.31,293.5,12.32,166.3,Alluvial Soil,Rainfed,4,137.13,71.86,70.92
2023,Rabi,Gondia,Sunflower,851,788,926,51.75,16.81,27.55,49.45,7.6,1.15,299.61,15.22,182.62,Laterite Soil,Sprinkler,4,126.4,78.28,40.49
2023,Rabi,Hingoli,Sunflower,518,583,1127,152.21,15.32,31.69,55.51,7.88,0.88,246.58,29.33,216.41,Black Soil,Rainfed,4,60.39,90.41,75.36
2023,Rabi,Jalgaon,Sunflower,1035,1230,1189,282.56,15.91,30.06,49.24,7.78,1.15,336.45,11.16,216.7,Red Soil,Rainfed,4,64.47,73.36,33.41
2023,Rabi,Jalna,Sunflower,1730,1880,1087,98.14,12.49,30.71,41.74,7.3,1.12,239.61,37.05,265.09,Red Soil,Rainfed,5,50.07,92.1,73.18
2023,Rabi,Kolhapur,Sunflower,527,692,1314,90.96,15.39,29.07,41.01,6.12,0.53,298.97,13.81,152.76,Alluvial Soil,Rainfed,0,94.29,67.12,36.08
2023,Rabi,Latur,Sunflower,2208,2921,1323,269.89,11.87,31.76,65.61,7.97,0.91,336.15,30.7,256.81,Red Soil,Sprinkler,5,123.66,94.19,45.34
2023,Rabi,Mumbai City,Sunflower,483,546,1132,200.36,13.06,27.38,62.02,6.3,1.0,221.89,39.6,249.4,Red Soil,Rainfed,4,96.22,83.62,21.33
2023,Rabi,Nagpur,Sunflower,577,461,799,121.03,12.29,30.6,47.69,6.44,0.93,207.49,10.39,269.08,Black Soil,Irrigated,5,103.39,73.21,36.02
2023,Rabi,Nanded,Sunflower,1258,889,707,231.63,17.07,25.32,45.56,6.78,0.62,207.71,17.27,162.99,Black Soil,Rainfed,2,79.22,57.98,44.72
2023,Rabi,Nandurbar,Sunflower,485,659,1359,199.92,11.35,25.21,48.74,7.86,1.14,212.2,35.08,190.7,Red Soil,Rainfed,2,108.18,89.44,71.82
2023,Rabi,Nashik,Sunflower,839,907,1082,148.9,15.73,29.07,61.67,6.31,0.63,162.56,28.4,268.27,Red Soil,Rainfed,1,129.7,44.75,53.77
2023,Rabi,Osmanabad,Sunflower,1787,2010,1125,219.92,17.86,27.53,58.5,7.73,0.38,310.05,17.18,206.44,Alluvial Soil,Sprinkler,4,117.9,72.76,24.67
2023,Rabi,Parbhani,Sunflower,1204,1024,851,146.59,15.97,28.95,61.31,6.31,0.96,242.31,11.01,157.52,Black Soil,Rainfed,5,56.29,61.23,40.2
2023,Rabi,Pune,Sunflower,653,445,683,189.55,10.78,30.03,67.64,6.32,0.72,297.75,18.61,267.32,Laterite Soil,Rainfed,4,147.65,96.95,45.34
2023,Rabi,Raigad,Sunflower,1476,1260,854,162.61,16.19,26.37,45.61,6.62,0.44,285.71,16.0,156.3,Red Soil,Sprinkler,2,102.21,93.98,59.02
2023,Rabi,Ratnagiri,Sunflower,1946,2255,1159,213.16,10.1,27.85,49.28,6.76,0.75,270.08,27.51,220.91,Laterite Soil,Drip,0,80.86,64.2,63.93
2023,Rabi,Sangli,Sunflower,573,385,672,230.78,10.14,29.49,63.0,6.67,0.37,313.82,14.26,179.33,Red Soil,Drip,2,103.04,63.31,70.9
2023,Rabi,Satara,Sunflower,408,486,1192,144.73,12.38,25.63,46.69,6.57,0.61,276.79,13.45,129.35,Alluvial Soil,Irrigated,0,88.52,56.73,59.14
2023,Rabi,Solapur,Sunflower,506,497,984,218.48,15.81,28.25,46.9,7.11,0.53,338.0,28.87,166.71,Black Soil,Irrigated,0,146.77,60.01,74.46
2023,Rabi,Thane,Sunflower,2409,2045,849,119.16,11.65,26.81,44.4,6.77,0.89,257.4,30.38,176.98,Black Soil,Rainfed,2,135.93,49.19,50.19
2023,Rabi,Wardha,Sunflower,1551,1730,1116,122.21,12.56,25.03,68.93,7.03,0.82,283.22,33.93,217.27,Laterite Soil,Rainfed,3,130.8,93.14,54.14
2023,Rabi,Washim,Sunflower,961,686,714,258.41,14.27,26.71,41.34,7.24,0.68,346.87,33.39,249.34,Black Soil,Irrigated,2,89.74,33.52,73.66
2023,Rabi,Yavatmal,Sunflower,1555,1090,701,89.47,17.81,27.79,65.3,7.41,0.84,339.57,16.91,192.78,Laterite Soil,Rainfed,5,121.73,86.73,44.86
2023,Rabi,Ahmednagar,Safflower,860,712,829,78.88,10.4,25.2,44.42,7.33,0.74,300.45,15.75,178.71,Laterite Soil,Sprinkler,2,134.36,96.74,23.61
2023,Rabi,Akola,Safflower,1668,1532,919,176.53,17.86,25.82,52.38,6.66,0.76,276.69,29.85,120.21,Black Soil,Rainfed,2,56.03,59.34,32.03
2023,Rabi,Amravati,Safflower,1331,1006,756,216.3,14.0,26.94,48.71,6.91,1.04,234.61,35.19,187.98,Laterite Soil,Sprinkler,1,74.02,92.69,42.99
2023,Rabi,Beed,Safflower,1607,1253,780,286.12,10.19,30.56,47.55,6.37,0.51,161.95,39.76,259.18,Red Soil,Irrigated,1,51.68,79.3,42.01
2023,Rabi,Bhandara,Safflower,591,468,792,273.41,13.02,27.65,63.43,6.27,0.58,271.71,22.6,270.52,Alluvial Soil,Rainfed,0,67.63,93.83,41.54
2023,Rabi,Buldhana,Safflower,1779,1725,970,108.4,12.12,30.94,67.88,6.51,1.14,197.76,13.52,129.32,Black Soil,Rainfed,2,68.84,67.63,35.72
2023,Rabi,Chandrapur,Safflower,940,1105,1176,78.14,15.22,28.86,41.4,6.59,1.0,211.38,24.41,231.67,Black Soil,Drip,4,98.32,43.19,62.23
2023,Rabi,Dhule,Safflower,551,395,717,189.02,17.73,25.7,56.23,6.26,1.1,267.55,17.04,169.13,Red Soil,Irrigated,5,83.2,97.8,22.99
2023,Rabi,Gadchiroli,Safflower,460,257,559,196.33,11.19,25.85,63.58,7.39,0.99,180.49,37.44,141.3,Laterite Soil,Rainfed,2,92.08,54.36,33.07
2023,Rabi,Gondia,Safflower,570,370,650,245.41,13.85,31.48,64.01,6.52,0.69,170.12,37.1,131.09,Black Soil,Rainfed,0,86.42,71.46,72.03
2023,Rabi,Hingoli,Safflower,625,370,592,292.3,16.36,25.24,66.24,6.94,0.63,219.35,27.85,204.9,Red Soil,Rainfed,3,129.32,75.87,40.9
2023,Rabi,Jalgaon,Safflower,993,962,969,276.24,13.73,28.31,47.5,7.2,0.41,276.87,36.79,241.73,Red Soil,Drip,0,102.97,66.47,26.42
